"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"Segregation.nlogox"
"evolutivo_densidad"
"10/26/2025 18:00:30:650 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","visualization","%-similar-wanted","density","[step]","count turtles with [ not happy? ]","percent-similar","percent-unhappy"
"65","square-x","60","90","92","16","97.69382315447909","0.6811409110259685"
"64","square-x","60","90","132","19","97.33642154024321","0.8074798130046749"
"67","square-x","60","90","137","12","97.4430174707856","0.509987250318742"
"62","square-x","60","90","161","3","97.97067448680352","0.1284796573875803"
"69","square-x","60","90","60","50","95.94169096209913","2.131287297527707"
"66","square-x","60","90","145","2","97.67022937432449","0.08665511265164644"
"68","square-x","60","90","129","14","97.51523675574309","0.5993150684931506"
"64","square-x","60","90","133","16","97.44005560060234","0.6799830004249894"
"70","square-x","60","90","26","116","93.15999063012414","4.948805460750854"
"62","square-x","60","90","162","3","97.94697325199438","0.1284796573875803"
"69","square-x","60","90","61","51","95.96877548642667","2.1739130434782608"
"67","square-x","60","90","138","17","97.39703840814438","0.7224819379515512"
"65","square-x","60","90","93","15","97.69328851280864","0.6385696040868455"
"66","square-x","60","90","146","1","97.69424762819743","0.04332755632582322"
"69","square-x","60","90","62","53","95.96642574026579","2.2591645353793695"
"67","square-x","60","90","139","16","97.37298923735679","0.6799830004249894"
"70","square-x","60","90","27","119","93.35754451733833","5.07679180887372"
"62","square-x","60","90","163","1","97.97043641482873","0.042826552462526764"
"68","square-x","60","90","130","14","97.45603751465416","0.5993150684931506"
"64","square-x","60","90","134","20","97.4183838851586","0.8499787505312366"
"62","square-x","60","90","164","0","97.99389957766307","0"
"69","square-x","60","90","63","55","95.99813323999533","2.3444160272804773"
"67","square-x","60","90","140","15","97.39492879472039","0.6374840628984276"
"68","square-x","60","90","131","14","97.45633571679755","0.5993150684931506"
"64","square-x","60","90","135","17","97.42936544696619","0.7224819379515512"
"66","square-x","60","90","147","1","97.69424762819743","0.04332755632582322"
"70","square-x","60","90","28","123","93.50451401102123","5.247440273037542"
"65","square-x","60","90","94","15","97.78704669215618","0.6385696040868455"
"69","square-x","60","90","64","57","95.88194120391974","2.4296675191815855"
"68","square-x","60","90","132","10","97.55097258026717","0.4280821917808219"
"66","square-x","60","90","148","0","97.70625675513391","0"
"67","square-x","60","90","141","12","97.43055555555556","0.509987250318742"
"70","square-x","60","90","29","111","93.49660182798219","4.735494880546074"
"64","square-x","60","90","136","19","97.42966307745745","0.8074798130046749"
"65","square-x","60","90","95","17","97.74070212026416","0.7237122179650916"
"68","square-x","60","90","133","12","97.5398313027179","0.5136986301369862"
"69","square-x","60","90","65","53","95.94121763470959","2.2591645353793695"
"67","square-x","60","90","142","13","97.44272159222402","0.5524861878453038"
"64","square-x","60","90","137","15","97.42996063903682","0.6374840628984276"
"70","square-x","60","90","30","101","94.04315196998124","4.3088737201365195"
"68","square-x","60","90","134","14","97.55240660498887","0.5993150684931506"
"65","square-x","60","90","96","18","97.70488002781964","0.7662835249042145"
"69","square-x","60","90","66","52","96.05600933488915","2.2165387894288147"
"64","square-x","60","90","138","20","97.47626765454966","0.8499787505312366"
"67","square-x","60","90","143","15","97.37359713062594","0.6374840628984276"
"68","square-x","60","90","135","12","97.58584319699987","0.5136986301369862"
"70","square-x","60","90","31","88","94.11488862837045","3.754266211604096"
"65","square-x","60","90","97","14","97.74994200881466","0.5959982971477225"
"69","square-x","60","90","67","46","96.07980399019951","1.9607843137254901"
"64","square-x","60","90","139","19","97.45281926594882","0.8074798130046749"
"67","square-x","60","90","144","14","97.43174456270245","0.5949851253718658"
"68","square-x","60","90","136","11","97.60956175298804","0.4708904109589041"
"70","square-x","60","90","32","96","94.30579964850615","4.09556313993174"
"67","square-x","60","90","145","15","97.43144741409233","0.6374840628984276"
"64","square-x","60","90","140","17","97.48638943588556","0.7224819379515512"
"69","square-x","60","90","68","45","96.2314782405787","1.9181585677749362"
"68","square-x","60","90","137","15","97.5638322792223","0.6421232876712328"
"65","square-x","60","90","98","11","97.89083323675976","0.4682843763303533"
"70","square-x","60","90","33","92","94.24292066463843","3.9249146757679183"
"69","square-x","60","90","69","44","96.23235740114312","1.875532821824382"
"67","square-x","60","90","146","12","97.44212962962962","0.509987250318742"
"68","square-x","60","90","138","12","97.59728082512893","0.5136986301369862"
"64","square-x","60","90","141","18","97.44094488188976","0.764980875478113"
"70","square-x","60","90","34","93","94.26565242832066","3.967576791808874"
"65","square-x","60","90","99","10","97.87899860917942","0.4257130693912303"
"68","square-x","60","90","139","13","97.61012183692596","0.5565068493150684"
"69","square-x","60","90","70","43","96.26778633076744","1.8329070758738277"
"67","square-x","60","90","147","11","97.46615758417217","0.46748831279218017"
"64","square-x","60","90","142","20","97.45163905942314","0.8499787505312366"
"68","square-x","60","90","140","11","97.59812536613943","0.4708904109589041"
"70","square-x","60","90","35","86","94.45354551837116","3.668941979522184"
"67","square-x","60","90","148","12","97.51214996528581","0.509987250318742"
"64","square-x","60","90","143","14","97.46234067207415","0.5949851253718658"
"68","square-x","60","90","141","13","97.57554462403372","0.5565068493150684"
"65","square-x","60","90","100","14","97.80996523754345","0.5959982971477225"
"69","square-x","60","90","71","40","96.26822157434403","1.7050298380221656"
"64","square-x","60","90","144","12","97.53329473074696","0.509987250318742"
"68","square-x","60","90","142","11","97.59643568999883","0.4708904109589041"
"67","square-x","60","90","149","13","97.47685185185185","0.5524861878453038"
"70","square-x","60","90","36","85","94.58352831071596","3.6262798634812285"
"64","square-x","60","90","145","15","97.52113981234797","0.6374840628984276"
"68","square-x","60","90","143","13","97.60956175298804","0.5565068493150684"
"67","square-x","60","90","150","14","97.5","0.5949851253718658"
"69","square-x","60","90","72","39","96.2664799906662","1.6624040920716114"
"70","square-x","60","90","37","77","94.75839475839476","3.2849829351535837"
"65","square-x","60","90","101","12","97.8792444083903","0.5108556832694764"
"64","square-x","60","90","146","13","97.5214269168404","0.5524861878453038"
"65","square-x","60","90","102","9","97.90242206512922","0.38314176245210724"
"67","square-x","60","90","151","10","97.54601226993866","0.4249893752656183"
"68","square-x","60","90","144","12","97.57440824935551","0.5136986301369862"
"69","square-x","60","90","73","39","96.38357442837145","1.6624040920716114"
"70","square-x","60","90","38","73","95.087144695286","3.114334470989761"
"64","square-x","60","90","147","10","97.57877664504171","0.4249893752656183"
"67","square-x","60","90","152","10","97.48900717426523","0.4249893752656183"
"68","square-x","60","90","145","12","97.59756240478143","0.5136986301369862"
"69","square-x","60","90","74","35","96.47649049119123","1.4919011082693947"
"65","square-x","60","90","103","11","97.90242206512922","0.4682843763303533"
"70","square-x","60","90","39","70","95.22807017543859","2.986348122866894"
"64","square-x","60","90","148","12","97.5669099756691","0.509987250318742"
"69","square-x","60","90","75","32","96.48856742883808","1.3640238704177323"
"67","square-x","60","90","153","11","97.50028931836593","0.46748831279218017"
"68","square-x","60","90","146","11","97.64361078546308","0.4708904109589041"
"64","square-x","60","90","149","8","97.53157955730676","0.3399915002124947"
"70","square-x","60","90","40","73","95.05263157894737","3.114334470989761"
"65","square-x","60","90","104","11","97.89058878071395","0.4682843763303533"
"69","square-x","60","90","76","37","96.48979591836735","1.577152600170503"
"68","square-x","60","90","147","13","97.66815092570893","0.5565068493150684"
"67","square-x","60","90","154","10","97.5462962962963","0.4249893752656183"
"65","square-x","60","90","105","11","97.84547665933047","0.4682843763303533"
"64","square-x","60","90","150","7","97.5782155272306","0.2974925626859329"
"70","square-x","60","90","41","67","95.14676646006315","2.858361774744027"
"69","square-x","60","90","77","32","96.48692810457517","1.3640238704177323"
"68","square-x","60","90","148","13","97.60984182776802","0.5565068493150684"
"67","square-x","60","90","155","7","97.55758768375969","0.2974925626859329"
"64","square-x","60","90","151","7","97.58980301274623","0.2974925626859329"
"69","square-x","60","90","78","33","96.60601819454165","1.4066496163682864"
"67","square-x","60","90","156","9","97.55843554732701","0.3824904377390565"
"65","square-x","60","90","106","8","97.93838313643735","0.34057045551298426"
"70","square-x","60","90","42","54","95.35074364679706","2.303754266211604"
"68","square-x","60","90","149","13","97.64416315049228","0.5565068493150684"
"64","square-x","60","90","152","10","97.59008226161511","0.4249893752656183"
"69","square-x","60","90","79","31","96.47525676937441","1.3213981244671782"
"67","square-x","60","90","157","9","97.53472222222223","0.3824904377390565"
"65","square-x","60","90","107","7","97.95044001852709","0.29799914857386123"
"70","square-x","60","90","43","52","95.53811921770699","2.218430034129693"
"68","square-x","60","90","150","11","97.64471525662057","0.4708904109589041"
"64","square-x","60","90","153","9","97.57877664504171","0.3824904377390565"
"67","square-x","60","90","158","12","97.50057856977551","0.509987250318742"
"69","square-x","60","90","80","32","96.52356509566029","1.3640238704177323"
"70","square-x","60","90","44","52","95.49127532497951","2.218430034129693"
"68","square-x","60","90","151","6","97.79704710569487","0.2568493150684931"
"64","square-x","60","90","154","10","97.54430672998957","0.4249893752656183"
"67","square-x","60","90","159","8","97.58129846082629","0.3399915002124947"
"65","square-x","60","90","108","4","98.03081200046334","0.17028522775649213"
"67","square-x","60","90","160","8","97.5462962962963","0.3399915002124947"
"64","square-x","60","90","155","13","97.54487550665894","0.5524861878453038"
"70","square-x","60","90","45","57","95.47156564474608","2.431740614334471"
"68","square-x","60","90","152","7","97.8207381370826","0.2996575342465753"
"69","square-x","60","90","81","33","96.52397060538901","1.4066496163682864"
"67","square-x","60","90","161","6","97.57000694283731","0.254993625159371"
"64","square-x","60","90","156","13","97.55589018881038","0.5524861878453038"
"69","square-x","60","90","82","33","96.54649399136623","1.4066496163682864"
"68","square-x","60","90","153","8","97.82124868220686","0.3424657534246575"
"70","square-x","60","90","46","62","95.48696363848941","2.645051194539249"
"67","square-x","60","90","162","6","97.58073851140179","0.254993625159371"
"65","square-x","60","90","109","5","98.06578642575863","0.21285653469561516"
"69","square-x","60","90","83","35","96.62895135891753","1.4919011082693947"
"64","square-x","60","90","157","14","97.53329473074696","0.5949851253718658"
"68","square-x","60","90","154","8","97.80876494023904","0.3424657534246575"
"67","square-x","60","90","163","6","97.63916213401227","0.254993625159371"
"70","square-x","60","90","47","55","95.6730206993334","2.3464163822525594"
"68","square-x","60","90","155","7","97.82124868220686","0.2996575342465753"
"65","square-x","60","90","110","4","98.11167747914736","0.17028522775649213"
"69","square-x","60","90","84","39","96.61847014925374","1.6624040920716114"
"64","square-x","60","90","158","16","97.51013317892298","0.6799830004249894"
"67","square-x","60","90","164","6","97.61574074074075","0.254993625159371"
"70","square-x","60","90","48","50","95.72230014025246","2.1331058020477816"
"68","square-x","60","90","156","6","97.82099343955014","0.2568493150684931"
"65","square-x","60","90","111","2","98.14643188137164","0.08514261387824607"
"69","square-x","60","90","85","39","96.60680970149254","1.6624040920716114"
"64","square-x","60","90","159","14","97.53243744207599","0.5949851253718658"
"67","square-x","60","90","165","5","97.61574074074075","0.21249468763280915"
"70","square-x","60","90","49","54","95.71061243571762","2.303754266211604"
"69","square-x","60","90","86","40","96.60878685467894","1.7050298380221656"
"68","square-x","60","90","157","3","97.86735411295993","0.12842465753424656"
"65","square-x","60","90","112","2","98.15823004749218","0.08514261387824607"
"64","square-x","60","90","160","21","97.48784440842788","0.8924776880577986"
"67","square-x","60","90","166","4","97.63861558050701","0.16999575010624735"
"69","square-x","60","90","87","35","96.68766036855611","1.4919011082693947"
"70","square-x","60","90","50","57","95.75686732904735","2.431740614334471"
"68","square-x","60","90","158","3","97.84417106033978","0.12842465753424656"
"64","square-x","60","90","161","18","97.50926784059314","0.764980875478113"
"67","square-x","60","90","167","8","97.58185815110494","0.3399915002124947"
"65","square-x","60","90","113","2","98.1230448383733","0.08514261387824607"
"69","square-x","60","90","88","33","96.70047802261863","1.4066496163682864"
"70","square-x","60","90","51","48","95.89617678007717","2.04778156996587"
"68","square-x","60","90","159","3","97.84417106033978","0.12842465753424656"
"64","square-x","60","90","162","14","97.4875535486859","0.5949851253718658"
"67","square-x","60","90","168","8","97.56972572618909","0.3399915002124947"
"70","square-x","60","90","52","49","95.9195603881679","2.0904436860068256"
"69","square-x","60","90","89","31","96.69970845481049","1.3213981244671782"
"65","square-x","60","90","114","2","98.14643188137164","0.08514261387824607"
"68","square-x","60","90","160","5","97.8444236176195","0.21404109589041095"
"67","square-x","60","90","169","10","97.58157833834761","0.4249893752656183"
"64","square-x","60","90","163","14","97.54515979620194","0.5949851253718658"
"70","square-x","60","90","53","44","96.05986203671226","1.877133105802048"
"69","square-x","60","90","90","36","96.67754721380275","1.5345268542199488"
"68","square-x","60","90","161","6","97.80927835051546","0.2568493150684931"
"67","square-x","60","90","170","11","97.52343478764031","0.46748831279218017"
"64","square-x","60","90","164","16","97.56944444444444","0.6799830004249894"
"69","square-x","60","90","91","35","96.6530612244898","1.4919011082693947"
"68","square-x","60","90","162","5","97.80927835051546","0.21404109589041095"
"70","square-x","60","90","54","43","96.1646398503274","1.834470989761092"
"65","square-x","60","90","115","3","98.14664658867139","0.1277139208173691"
"67","square-x","60","90","171","10","97.57000694283731","0.4249893752656183"
"64","square-x","60","90","165","19","97.51042149143122","0.8074798130046749"
"69","square-x","60","90","92","33","96.73316999183292","1.4066496163682864"
"70","square-x","60","90","55","39","96.13046527940145","1.6638225255972698"
"68","square-x","60","90","163","5","97.85638983249385","0.21404109589041095"
"65","square-x","60","90","116","3","98.14643188137164","0.1277139208173691"
"67","square-x","60","90","172","7","97.5931497338579","0.2974925626859329"
"64","square-x","60","90","166","13","97.53386592566864","0.5524861878453038"
"69","square-x","60","90","93","34","96.68997668997669","1.4492753623188406"
"70","square-x","60","90","56","41","96.1767800771659","1.7491467576791808"
"68","square-x","60","90","164","4","97.85613870665418","0.17123287671232876"
"67","square-x","60","90","173","6","97.65073486864947","0.254993625159371"
"69","square-x","60","90","94","32","96.68881893435933","1.3640238704177323"
"65","square-x","60","90","117","2","98.1230448383733","0.08514261387824607"
"70","square-x","60","90","57","41","96.18847188121127","1.7491467576791808"
"64","square-x","60","90","167","15","97.51128602847552","0.6374840628984276"
"68","square-x","60","90","165","3","97.87956888472353","0.12842465753424656"
"67","square-x","60","90","174","6","97.61601666473788","0.254993625159371"
"69","square-x","60","90","95","29","96.79599207736223","1.23614663256607"
"64","square-x","60","90","168","11","97.54544401991431","0.46748831279218017"
"70","square-x","60","90","58","43","96.1767800771659","1.834470989761092"
"65","square-x","60","90","118","2","98.1462171243193","0.08514261387824607"
"68","square-x","60","90","166","5","97.8798172660185","0.21404109589041095"
"70","square-x","60","90","59","41","96.17722702829086","1.7491467576791808"
"67","square-x","60","90","175","9","97.62813837787805","0.3824904377390565"
"64","square-x","60","90","169","15","97.54658025691471","0.6374840628984276"
"69","square-x","60","90","96","27","96.7719380025638","1.1508951406649617"
"65","square-x","60","90","119","3","98.14664658867139","0.1277139208173691"
"68","square-x","60","90","167","4","97.88006558913095","0.17123287671232876"
"67","square-x","60","90","176","8","97.5925925925926","0.3399915002124947"
"64","square-x","60","90","170","16","97.54572817781893","0.6799830004249894"
"70","square-x","60","90","60","38","96.33048965759028","1.621160409556314"
"69","square-x","60","90","97","23","96.87682088334692","0.9803921568627451"
"65","square-x","60","90","120","3","98.1346309813463","0.1277139208173691"
"68","square-x","60","90","168","5","97.88006558913095","0.21404109589041095"
"67","square-x","60","90","177","11","97.6049982644915","0.46748831279218017"
"64","square-x","60","90","171","14","97.58073851140179","0.5949851253718658"
"70","square-x","60","90","61","33","96.50333294351537","1.4078498293515358"
"69","square-x","60","90","98","24","96.88774915491317","1.0230179028132993"
"68","square-x","60","90","169","4","97.8798172660185","0.17123287671232876"
"67","square-x","60","90","178","12","97.57056918093475","0.509987250318742"
"64","square-x","60","90","172","12","97.58073851140179","0.509987250318742"
"65","square-x","60","90","121","4","98.12369701181376","0.17028522775649213"
"70","square-x","60","90","62","34","96.46907517830002","1.4505119453924915"
"69","square-x","60","90","99","28","96.84259582896424","1.1935208866155158"
"68","square-x","60","90","170","3","97.9381443298969","0.12842465753424656"
"67","square-x","60","90","179","12","97.54658025691471","0.509987250318742"
"64","square-x","60","90","173","11","97.60361194721","0.46748831279218017"
"70","square-x","60","90","63","38","96.50619303575601","1.621160409556314"
"69","square-x","60","90","100","25","96.87645687645687","1.0656436487638534"
"65","square-x","60","90","122","3","98.1226098041488","0.1277139208173691"
"70","square-x","60","90","64","45","96.30970454280042","1.9197952218430034"
"69","square-x","60","90","101","24","96.99265648677002","1.0230179028132993"
"64","square-x","60","90","174","13","97.60416666666667","0.5524861878453038"
"68","square-x","60","90","171","2","97.91471415182755","0.08561643835616438"
"67","square-x","60","90","180","13","97.53529275630642","0.5524861878453038"
"68","square-x","60","90","172","3","97.9381443298969","0.12842465753424656"
"69","square-x","60","90","102","26","96.87609278470684","1.1082693947144073"
"70","square-x","60","90","65","37","96.37681159420289","1.5784982935153582"
"64","square-x","60","90","175","14","97.59231392522283","0.5949851253718658"
"67","square-x","60","90","181","14","97.52458068247542","0.5949851253718658"
"65","square-x","60","90","123","3","98.1230448383733","0.1277139208173691"
"68","square-x","60","90","173","4","97.92667213306783","0.17123287671232876"
"69","square-x","60","90","103","23","96.8866604477612","0.9803921568627451"
"67","square-x","60","90","182","13","97.58185815110494","0.5524861878453038"
"64","square-x","60","90","176","10","97.61491258538845","0.4249893752656183"
"70","square-x","60","90","66","36","96.4344166471826","1.5358361774744027"
"65","square-x","60","90","124","1","98.15780326729232","0.04257130693912303"
"64","square-x","60","90","177","11","97.62704016668596","0.46748831279218017"
"68","square-x","60","90","174","4","97.9149584163055","0.17123287671232876"
"69","square-x","60","90","104","22","97.00431285697634","0.937766410912191"
"67","square-x","60","90","183","10","97.59342820779821","0.4249893752656183"
"70","square-x","60","90","67","32","96.57470189385083","1.3651877133105803"
"64","square-x","60","90","178","13","97.62704016668596","0.5524861878453038"
"65","square-x","60","90","125","1","98.15780326729232","0.04257130693912303"
"68","square-x","60","90","175","4","97.90299906279287","0.17123287671232876"
"69","square-x","60","90","105","27","96.91070179529028","1.1508951406649617"
"67","square-x","60","90","184","8","97.63970843457133","0.3399915002124947"
"70","square-x","60","90","68","33","96.4936886395512","1.4078498293515358"
"64","square-x","60","90","179","14","97.62731481481481","0.5949851253718658"
"68","square-x","60","90","176","4","97.91471415182755","0.17123287671232876"
"65","square-x","60","90","126","1","98.15780326729232","0.04257130693912303"
"69","square-x","60","90","106","25","96.94674280386901","1.0656436487638534"
"67","square-x","60","90","185","7","97.6278639203888","0.2974925626859329"
"70","square-x","60","90","69","32","96.59967282075252","1.3651877133105803"
"64","square-x","60","90","180","14","97.63970843457133","0.5949851253718658"
"68","square-x","60","90","177","4","97.91471415182755","0.17123287671232876"
"69","square-x","60","90","107","24","96.95910520796924","1.0230179028132993"
"67","square-x","60","90","186","9","97.62841277186489","0.3824904377390565"
"65","square-x","60","90","127","1","98.1462171243193","0.04257130693912303"
"70","square-x","60","90","70","26","96.68069191210846","1.1092150170648465"
"68","square-x","60","90","178","2","97.91471415182755","0.08561643835616438"
"64","square-x","60","90","181","13","97.58129846082629","0.5524861878453038"
"67","square-x","60","90","187","9","97.59398496240601","0.3824904377390565"
"69","square-x","60","90","108","31","96.84480149027827","1.3213981244671782"
"70","square-x","60","90","71","30","96.70637701471618","1.2798634812286689"
"68","square-x","60","90","179","2","97.94985941893158","0.08561643835616438"
"64","square-x","60","90","182","12","97.65019099432804","0.509987250318742"
"69","square-x","60","90","109","26","96.88883710090887","1.1082693947144073"
"67","square-x","60","90","188","9","97.64052741151977","0.3824904377390565"
"65","square-x","60","90","128","1","98.15780326729232","0.04257130693912303"
"69","square-x","60","90","110","26","96.91286113699907","1.1082693947144073"
"68","square-x","60","90","180","2","97.9381443298969","0.08561643835616438"
"64","square-x","60","90","183","14","97.62704016668596","0.5949851253718658"
"70","square-x","60","90","72","23","96.75043834015196","0.9812286689419796"
"67","square-x","60","90","189","11","97.59398496240601","0.46748831279218017"
"67","square-x","60","90","190","10","97.61656832118477","0.4249893752656183"
"69","square-x","60","90","111","23","96.95804195804196","0.9803921568627451"
"68","square-x","60","90","181","2","97.9261862917399","0.08561643835616438"
"64","square-x","60","90","184","15","97.65019099432804","0.6374840628984276"
"70","square-x","60","90","73","27","96.77494741762094","1.151877133105802"
"65","square-x","60","90","129","1","98.1462171243193","0.04257130693912303"
"67","square-x","60","90","191","14","97.55984734590031","0.5949851253718658"
"69","square-x","60","90","112","25","97.01701235143322","1.0656436487638534"
"68","square-x","60","90","182","1","97.94961921499707","0.04280821917808219"
"64","square-x","60","90","185","15","97.61518870108821","0.6374840628984276"
"70","square-x","60","90","74","33","96.73278879813302","1.4078498293515358"
"65","square-x","60","90","130","2","98.15801668211307","0.08514261387824607"
"67","square-x","60","90","192","13","97.57085020242914","0.5524861878453038"
"69","square-x","60","90","113","23","96.97146185206756","0.9803921568627451"
"64","square-x","60","90","186","15","97.61601666473788","0.6374840628984276"
"68","square-x","60","90","183","1","97.94961921499707","0.04280821917808219"
"70","square-x","60","90","75","30","96.76439668263053","1.2798634812286689"
"65","square-x","60","90","131","2","98.13484708063022","0.08514261387824607"
"67","square-x","60","90","193","14","97.52400786763855","0.5949851253718658"
"69","square-x","60","90","114","22","97.06362153344209","0.937766410912191"
"68","square-x","60","90","184","2","97.9381443298969","0.08561643835616438"
"64","square-x","60","90","187","12","97.67280305661689","0.509987250318742"
"65","square-x","60","90","132","0","98.16938941026532","0"
"70","square-x","60","90","76","34","96.72897196261682","1.4505119453924915"
"67","square-x","60","90","194","13","97.57000694283731","0.5524861878453038"
"69","square-x","60","90","115","25","97.03177744150857","1.0656436487638534"
"68","square-x","60","90","185","2","97.9144698301113","0.08561643835616438"
"64","square-x","60","90","188","13","97.66149571660107","0.5524861878453038"
"70","square-x","60","90","77","36","96.66004904823076","1.5358361774744027"
"67","square-x","60","90","195","12","97.5931497338579","0.509987250318742"
"69","square-x","60","90","116","25","97.05437187099778","1.0656436487638534"
"64","square-x","60","90","189","13","97.62594093804285","0.5524861878453038"
"68","square-x","60","90","186","3","97.9381443298969","0.12842465753424656"
"70","square-x","60","90","78","36","96.5899801471447","1.5358361774744027"
"67","square-x","60","90","196","8","97.63970843457133","0.3399915002124947"
"64","square-x","60","90","190","15","97.66203703703704","0.6374840628984276"
"69","square-x","60","90","117","22","97.17310376919498","0.937766410912191"
"68","square-x","60","90","187","3","97.91471415182755","0.12842465753424656"
"67","square-x","60","90","197","7","97.68598866134444","0.2974925626859329"
"70","square-x","60","90","79","38","96.69546940681924","1.621160409556314"
"64","square-x","60","90","191","11","97.68464922435749","0.46748831279218017"
"67","square-x","60","90","198","6","97.70912877473098","0.254993625159371"
"69","square-x","60","90","118","24","97.12456344586728","1.0230179028132993"
"68","square-x","60","90","188","3","97.91471415182755","0.12842465753424656"
"64","square-x","60","90","192","11","97.70780273211392","0.46748831279218017"
"70","square-x","60","90","80","29","96.76477458537724","1.2372013651877134"
"67","square-x","60","90","199","4","97.72069883142427","0.16999575010624735"
"69","square-x","60","90","119","24","97.0899778838319","1.0230179028132993"
"68","square-x","60","90","189","4","97.9261862917399","0.17123287671232876"
"64","square-x","60","90","193","10","97.70753733935395","0.4249893752656183"
"70","square-x","60","90","81","24","96.85821069843495","1.023890784982935"
"67","square-x","60","90","200","4","97.74383894481083","0.16999575010624735"
"69","square-x","60","90","120","20","97.19571794275076","0.8525149190110828"
"68","square-x","60","90","190","4","97.90250761659244","0.17123287671232876"
"64","square-x","60","90","194","6","97.75384971633669","0.254993625159371"
"67","square-x","60","90","201","4","97.73200647998148","0.16999575010624735"
"70","square-x","60","90","82","27","96.84689945112694","1.151877133105802"
"68","square-x","60","90","191","5","97.87956888472353","0.21404109589041095"
"69","square-x","60","90","121","20","97.21866635633656","0.8525149190110828"
"64","square-x","60","90","195","7","97.75436971871744","0.2974925626859329"
"67","square-x","60","90","202","4","97.72069883142427","0.16999575010624735"
"68","square-x","60","90","192","5","97.86785379568884","0.21404109589041095"
"69","square-x","60","90","122","18","97.25357849412313","0.7672634271099744"
"64","square-x","60","90","196","6","97.77777777777777","0.254993625159371"
"67","square-x","60","90","203","4","97.74383894481083","0.16999575010624735"
"68","square-x","60","90","193","5","97.90299906279287","0.21404109589041095"
"64","square-x","60","90","197","5","97.76594513253849","0.21249468763280915"
"69","square-x","60","90","123","19","97.21769499417928","0.8098891730605285"
"64","square-x","60","90","198","9","97.77854911489067","0.3824904377390565"
"67","square-x","60","90","204","3","97.74357787549178","0.1274968125796855"
"68","square-x","60","90","194","5","97.89153098278084","0.21404109589041095"
"69","square-x","60","90","124","20","97.25357849412313","0.8525149190110828"
"67","square-x","60","90","205","3","97.7554090015041","0.1274968125796855"
"64","square-x","60","90","199","9","97.73174401110983","0.3824904377390565"
"69","square-x","60","90","125","15","97.32277965312537","0.639386189258312"
"67","square-x","60","90","206","3","97.75514927100208","0.1274968125796855"
"68","square-x","60","90","195","5","97.91471415182755","0.21404109589041095"
"64","square-x","60","90","200","10","97.69675925925925","0.4249893752656183"
"69","square-x","60","90","126","10","97.41620111731844","0.4262574595055414"
"67","square-x","60","90","207","1","97.77829206202267","0.042498937526561836"
"64","square-x","60","90","201","14","97.69729229345059","0.5949851253718658"
"68","square-x","60","90","196","5","97.90299906279287","0.21404109589041095"
"67","square-x","60","90","208","0","97.78986345753297","0"
"64","square-x","60","90","202","14","97.67388033792385","0.5949851253718658"
"69","square-x","60","90","127","7","97.43828598043783","0.29838022165387895"
"68","square-x","60","90","197","5","97.90324469954317","0.21404109589041095"
"70","square-x","60","90","83","32","96.8148407420371","1.3651877133105803"
"64","square-x","60","90","203","13","97.68572089794029","0.5524861878453038"
"69","square-x","60","90","128","9","97.45052386495927","0.3836317135549872"
"70","square-x","60","90","84","30","96.84726763194769","1.2798634812286689"
"68","square-x","60","90","198","5","97.90324469954317","0.21404109589041095"
"64","square-x","60","90","204","13","97.70912877473098","0.5524861878453038"
"69","square-x","60","90","129","10","97.41559953434226","0.4262574595055414"
"68","square-x","60","90","199","4","97.91471415182755","0.17123287671232876"
"70","square-x","60","90","85","27","96.87025575148897","1.151877133105802"
"64","square-x","60","90","205","12","97.72043508447119","0.509987250318742"
"68","square-x","60","90","200","4","97.9261862917399","0.17123287671232876"
"69","square-x","60","90","130","12","97.38128491620111","0.5115089514066496"
"70","square-x","60","90","86","34","96.82539682539682","1.4505119453924915"
"68","square-x","60","90","201","1","97.95009956659247","0.04280821917808219"
"64","square-x","60","90","206","12","97.68598866134444","0.509987250318742"
"69","square-x","60","90","131","11","97.43828598043783","0.4688832054560955"
"70","square-x","60","90","87","28","96.90673514649235","1.1945392491467577"
"68","square-x","60","90","202","0","97.97352700011713","0"
"64","square-x","60","90","207","12","97.69702580719824","0.509987250318742"
"69","square-x","60","90","132","9","97.47380675203725","0.3836317135549872"
"70","square-x","60","90","88","28","96.91804809712818","1.1945392491467577"
"70","square-x","60","90","89","31","96.90565156468939","1.3225255972696246"
"64","square-x","60","90","208","9","97.75488948038421","0.3824904377390565"
"69","square-x","60","90","133","7","97.4851554313657","0.29838022165387895"
"70","square-x","60","90","90","32","96.83780630105018","1.3651877133105803"
"69","square-x","60","90","134","10","97.48574089163078","0.4262574595055414"
"70","square-x","60","90","91","29","96.94211017740429","1.2372013651877134"
"64","square-x","60","90","209","10","97.75566867191115","0.4249893752656183"
"69","square-x","60","90","135","9","97.49679823029457","0.3836317135549872"
"70","square-x","60","90","92","29","96.8494749124854","1.2372013651877134"
"64","square-x","60","90","210","11","97.76723739009718","0.46748831279218017"
"69","square-x","60","90","136","10","97.42724097788125","0.4262574595055414"
"70","square-x","60","90","93","28","96.97782963827305","1.1945392491467577"
"64","square-x","60","90","211","12","97.74409995372513","0.509987250318742"
"69","square-x","60","90","137","9","97.48544819557625","0.3836317135549872"
"70","square-x","60","90","94","28","96.96616102683781","1.1945392491467577"
